freq	power	ampl	char					
2.31E+00	8.91E-48	2.98E-24	4.54E-24					
2.35E+00	7.80E-48	2.79E-24	4.28E-24					
2.38E+00	6.94E-48	2.63E-24	4.07E-24					
2.42E+00	6.24E-48	2.50E-24	3.89E-24					
2.46E+00	5.67E-48	2.38E-24	3.74E-24					
2.50E+00	5.19E-48	2.28E-24	3.60E-24					
2.54E+00	4.78E-48	2.19E-24	3.49E-24					
2.58E+00	4.43E-48	2.10E-24	3.38E-24					
2.63E+00	4.12E-48	2.03E-24	3.29E-24					
2.67E+00	3.84E-48	1.96E-24	3.20E-24					
2.71E+00	3.59E-48	1.90E-24	3.12E-24					
2.76E+00	3.37E-48	1.84E-24	3.05E-24					
2.80E+00	3.17E-48	1.78E-24	2.98E-24					
2.85E+00	2.98E-48	1.73E-24	2.92E-24					
2.89E+00	2.82E-48	1.68E-24	2.85E-24					
2.94E+00	2.66E-48	1.63E-24	2.80E-24					
2.99E+00	2.52E-48	1.59E-24	2.74E-24					
3.04E+00	2.38E-48	1.54E-24	2.69E-24					
3.09E+00	2.26E-48	1.50E-24	2.64E-24					
3.14E+00	2.14E-48	1.46E-24	2.59E-24					
3.19E+00	2.03E-48	1.43E-24	2.55E-24					
3.24E+00	1.93E-48	1.39E-24	2.50E-24					
3.29E+00	1.84E-48	1.35E-24	2.46E-24					
3.35E+00	1.75E-48	1.32E-24	2.42E-24					
3.40E+00	1.66E-48	1.29E-24	2.38E-24					
3.46E+00	1.58E-48	1.26E-24	2.34E-24					
3.51E+00	1.51E-48	1.23E-24	2.30E-24					
3.57E+00	1.44E-48	1.20E-24	2.27E-24					
3.63E+00	1.37E-48	1.17E-24	2.23E-24					
3.69E+00	1.31E-48	1.15E-24	2.20E-24					
3.75E+00	1.25E-48	1.12E-24	2.17E-24					
3.81E+00	1.20E-48	1.09E-24	2.14E-24					
3.87E+00	1.15E-48	1.07E-24	2.11E-24					
3.93E+00	1.10E-48	1.05E-24	2.08E-24					
4.00E+00	1.05E-48	1.03E-24	2.05E-24					
4.06E+00	1.01E-48	1.00E-24	2.02E-24					
4.13E+00	9.66E-49	9.83E-25	2.00E-24					
4.19E+00	9.27E-49	9.63E-25	1.97E-24					
4.26E+00	8.90E-49	9.43E-25	1.95E-24					
4.33E+00	8.55E-49	9.25E-25	1.92E-24					
4.40E+00	8.22E-49	9.07E-25	1.90E-24					
4.47E+00	7.91E-49	8.89E-25	1.88E-24					
4.55E+00	7.62E-49	8.73E-25	1.86E-24					
4.62E+00	7.34E-49	8.57E-25	1.84E-24					
4.70E+00	7.08E-49	8.41E-25	1.82E-24					
4.77E+00	6.83E-49	8.26E-25	1.81E-24					
4.85E+00	6.59E-49	8.12E-25	1.79E-24					
4.93E+00	6.37E-49	7.98E-25	1.77E-24					
5.01E+00	6.16E-49	7.85E-25	1.76E-24					
5.09E+00	5.96E-49	7.72E-25	1.74E-24					
5.17E+00	5.77E-49	7.60E-25	1.73E-24					
5.26E+00	5.59E-49	7.48E-25	1.71E-24					
5.34E+00	5.42E-49	7.36E-25	1.70E-24					
5.43E+00	5.26E-49	7.25E-25	1.69E-24					
5.52E+00	5.11E-49	7.15E-25	1.68E-24					
5.61E+00	4.97E-49	7.05E-25	1.67E-24					
5.70E+00	4.83E-49	6.95E-25	1.66E-24					
5.79E+00	4.70E-49	6.86E-25	1.65E-24					
5.89E+00	4.58E-49	6.76E-25	1.64E-24					
5.98E+00	4.46E-49	6.68E-25	1.63E-24					
6.08E+00	4.35E-49	6.59E-25	1.63E-24					
6.18E+00	4.24E-49	6.51E-25	1.62E-24					
6.28E+00	4.14E-49	6.43E-25	1.61E-24					
6.38E+00	4.04E-49	6.36E-25	1.61E-24					
6.48E+00	3.95E-49	6.29E-25	1.60E-24					
6.59E+00	3.87E-49	6.22E-25	1.60E-24					
6.70E+00	3.78E-49	6.15E-25	1.59E-24					
6.81E+00	3.71E-49	6.09E-25	1.59E-24					
6.92E+00	3.63E-49	6.02E-25	1.58E-24					
7.03E+00	3.56E-49	5.97E-25	1.58E-24					
7.14E+00	3.49E-49	5.91E-25	1.58E-24					
7.26E+00	3.42E-49	5.85E-25	1.58E-24					
7.38E+00	3.36E-49	5.80E-25	1.57E-24					
7.50E+00	3.30E-49	5.75E-25	1.57E-24					
7.62E+00	3.25E-49	5.70E-25	1.57E-24					
7.74E+00	3.19E-49	5.65E-25	1.57E-24					
7.87E+00	3.14E-49	5.60E-25	1.57E-24					
8.00E+00	3.09E-49	5.56E-25	1.57E-24					
8.13E+00	3.04E-49	5.52E-25	1.57E-24					
8.26E+00	3.00E-49	5.47E-25	1.57E-24					
8.39E+00	2.95E-49	5.43E-25	1.57E-24					
8.53E+00	2.91E-49	5.39E-25	1.58E-24					
8.67E+00	2.87E-49	5.36E-25	1.58E-24					
8.81E+00	2.83E-49	5.32E-25	1.58E-24					
8.95E+00	2.79E-49	5.29E-25	1.58E-24					
9.10E+00	2.76E-49	5.25E-25	1.58E-24					
9.25E+00	2.73E-49	5.22E-25	1.59E-24					
9.40E+00	2.69E-49	5.19E-25	1.59E-24					
9.55E+00	2.66E-49	5.16E-25	1.59E-24					
9.70E+00	2.63E-49	5.13E-25	1.60E-24					
9.86E+00	2.60E-49	5.10E-25	1.60E-24					
1.00E+01	2.57E-49	5.07E-25	1.61E-24					
1.02E+01	2.55E-49	5.05E-25	1.61E-24					
1.04E+01	2.52E-49	5.02E-25	1.62E-24					
1.05E+01	2.50E-49	5.00E-25	1.62E-24					
1.07E+01	2.47E-49	4.97E-25	1.63E-24					
1.09E+01	2.45E-49	4.95E-25	1.63E-24					
1.10E+01	2.43E-49	4.93E-25	1.64E-24					
1.12E+01	2.41E-49	4.91E-25	1.64E-24					
1.14E+01	2.39E-49	4.89E-25	1.65E-24					
1.16E+01	2.37E-49	4.87E-25	1.66E-24					
1.18E+01	2.35E-49	4.85E-25	1.66E-24					
1.20E+01	2.33E-49	4.83E-25	1.67E-24					
1.22E+01	2.31E-49	4.81E-25	1.68E-24					
1.24E+01	2.30E-49	4.79E-25	1.68E-24					
1.26E+01	2.28E-49	4.77E-25	1.69E-24					
1.28E+01	2.26E-49	4.76E-25	1.70E-24					
1.30E+01	2.25E-49	4.74E-25	1.71E-24					
1.32E+01	2.23E-49	4.73E-25	1.72E-24					
1.34E+01	2.22E-49	4.71E-25	1.72E-24					
1.36E+01	2.21E-49	4.70E-25	1.73E-24					
1.38E+01	2.19E-49	4.68E-25	1.74E-24					
1.41E+01	2.18E-49	4.67E-25	1.75E-24					
1.43E+01	2.17E-49	4.65E-25	1.76E-24					
1.45E+01	2.15E-49	4.64E-25	1.77E-24					
1.48E+01	2.14E-49	4.63E-25	1.78E-24					
1.50E+01	2.13E-49	4.62E-25	1.79E-24					
1.52E+01	2.12E-49	4.61E-25	1.80E-24					
1.55E+01	2.11E-49	4.59E-25	1.81E-24					
1.57E+01	2.10E-49	4.58E-25	1.82E-24					
1.60E+01	2.09E-49	4.57E-25	1.83E-24					
1.63E+01	2.08E-49	4.56E-25	1.84E-24					
1.65E+01	2.07E-49	4.55E-25	1.85E-24					
1.68E+01	2.06E-49	4.54E-25	1.86E-24					
1.71E+01	2.06E-49	4.53E-25	1.87E-24					
1.73E+01	2.05E-49	4.53E-25	1.88E-24					
1.76E+01	2.04E-49	4.52E-25	1.90E-24					
1.79E+01	2.03E-49	4.51E-25	1.91E-24					
1.82E+01	2.02E-49	4.50E-25	1.92E-24					
1.85E+01	2.02E-49	4.49E-25	1.93E-24					
1.88E+01	2.01E-49	4.48E-25	1.94E-24					
1.91E+01	2.00E-49	4.48E-25	1.96E-24					
1.94E+01	2.00E-49	4.47E-25	1.97E-24					
1.97E+01	1.99E-49	4.46E-25	1.98E-24					
2.01E+01	1.99E-49	4.46E-25	2.00E-24					
2.04E+01	1.98E-49	4.45E-25	2.01E-24					
2.07E+01	1.97E-49	4.44E-25	2.02E-24					
2.11E+01	1.97E-49	4.44E-25	2.04E-24					
2.14E+01	1.96E-49	4.43E-25	2.05E-24					
2.17E+01	1.96E-49	4.42E-25	2.06E-24					
2.21E+01	1.95E-49	4.42E-25	2.08E-24					
2.25E+01	1.95E-49	4.41E-25	2.09E-24					
2.28E+01	1.94E-49	4.41E-25	2.11E-24					
2.32E+01	1.94E-49	4.40E-25	2.12E-24					
2.36E+01	1.93E-49	4.40E-25	2.14E-24					
2.40E+01	1.93E-49	4.39E-25	2.15E-24					
2.43E+01	1.93E-49	4.39E-25	2.17E-24					
2.47E+01	1.92E-49	4.38E-25	2.18E-24					
2.51E+01	1.92E-49	4.38E-25	2.20E-24					
2.56E+01	1.91E-49	4.38E-25	2.21E-24					
2.60E+01	1.91E-49	4.37E-25	2.23E-24					
2.64E+01	1.91E-49	4.37E-25	2.24E-24					
2.68E+01	1.90E-49	4.36E-25	2.26E-24					
2.73E+01	1.90E-49	4.36E-25	2.28E-24					
2.77E+01	1.90E-49	4.36E-25	2.29E-24					
2.81E+01	1.89E-49	4.35E-25	2.31E-24					
2.86E+01	1.89E-49	4.35E-25	2.33E-24					
2.91E+01	1.89E-49	4.35E-25	2.34E-24					
2.95E+01	1.89E-49	4.34E-25	2.36E-24					
3.00E+01	1.88E-49	4.34E-25	2.38E-24					
3.05E+01	1.88E-49	4.34E-25	2.40E-24					
3.10E+01	1.88E-49	4.33E-25	2.41E-24					
3.15E+01	1.88E-49	4.33E-25	2.43E-24					
3.20E+01	1.87E-49	4.33E-25	2.45E-24					
3.25E+01	1.87E-49	4.32E-25	2.47E-24					
3.31E+01	1.87E-49	4.32E-25	2.49E-24					
3.36E+01	1.87E-49	4.32E-25	2.50E-24					
3.42E+01	1.86E-49	4.32E-25	2.52E-24					
3.47E+01	1.86E-49	4.32E-25	2.54E-24					
3.53E+01	1.86E-49	4.31E-25	2.56E-24					
3.59E+01	1.86E-49	4.31E-25	2.58E-24					
3.64E+01	1.86E-49	4.31E-25	2.60E-24					
3.70E+01	1.85E-49	4.31E-25	2.62E-24					
3.76E+01	1.85E-49	4.30E-25	2.64E-24					
3.82E+01	1.85E-49	4.30E-25	2.66E-24					
3.89E+01	1.85E-49	4.30E-25	2.68E-24					
3.95E+01	1.85E-49	4.30E-25	2.70E-24					
4.01E+01	1.85E-49	4.30E-25	2.72E-24					
4.08E+01	1.85E-49	4.30E-25	2.74E-24					
4.15E+01	1.84E-49	4.29E-25	2.76E-24					
4.21E+01	1.84E-49	4.29E-25	2.79E-24					
4.28E+01	1.84E-49	4.29E-25	2.81E-24					
4.35E+01	1.84E-49	4.29E-25	2.83E-24					
4.42E+01	1.84E-49	4.29E-25	2.85E-24					
4.49E+01	1.84E-49	4.29E-25	2.87E-24					
4.57E+01	1.84E-49	4.29E-25	2.90E-24					
4.64E+01	1.84E-49	4.28E-25	2.92E-24					
4.72E+01	1.83E-49	4.28E-25	2.94E-24					
4.79E+01	1.83E-49	4.28E-25	2.96E-24					
4.87E+01	1.83E-49	4.28E-25	2.99E-24					
4.95E+01	1.83E-49	4.28E-25	3.01E-24					
5.03E+01	1.83E-49	4.28E-25	3.03E-24					
5.11E+01	1.83E-49	4.28E-25	3.06E-24					
5.20E+01	1.83E-49	4.28E-25	3.08E-24					
5.28E+01	1.83E-49	4.28E-25	3.11E-24					
5.37E+01	1.83E-49	4.27E-25	3.13E-24					
5.45E+01	1.83E-49	4.27E-25	3.16E-24					
5.54E+01	1.83E-49	4.27E-25	3.18E-24					
5.63E+01	1.83E-49	4.27E-25	3.21E-24					
5.72E+01	1.82E-49	4.27E-25	3.23E-24					
5.82E+01	1.82E-49	4.27E-25	3.26E-24					
5.91E+01	1.82E-49	4.27E-25	3.28E-24					
6.01E+01	1.82E-49	4.27E-25	3.31E-24					
6.11E+01	1.82E-49	4.27E-25	3.34E-24					
6.21E+01	1.82E-49	4.27E-25	3.36E-24					
6.31E+01	1.82E-49	4.27E-25	3.39E-24					
6.41E+01	1.82E-49	4.27E-25	3.42E-24					
6.51E+01	1.82E-49	4.27E-25	3.44E-24					
6.62E+01	1.82E-49	4.27E-25	3.47E-24					
6.73E+01	1.82E-49	4.27E-25	3.50E-24					
6.84E+01	1.82E-49	4.27E-25	3.53E-24					
6.95E+01	1.82E-49	4.27E-25	3.56E-24					
7.06E+01	1.82E-49	4.27E-25	3.58E-24					
7.18E+01	1.82E-49	4.27E-25	3.61E-24					
7.29E+01	1.82E-49	4.27E-25	3.64E-24					
7.41E+01	1.82E-49	4.26E-25	3.67E-24					
7.53E+01	1.82E-49	4.26E-25	3.70E-24					
7.65E+01	1.82E-49	4.26E-25	3.73E-24					
7.78E+01	1.82E-49	4.26E-25	3.76E-24					
7.90E+01	1.82E-49	4.26E-25	3.79E-24					
8.03E+01	1.82E-49	4.26E-25	3.82E-24					
8.16E+01	1.82E-49	4.26E-25	3.85E-24					
8.30E+01	1.82E-49	4.26E-25	3.88E-24					
8.43E+01	1.82E-49	4.26E-25	3.92E-24					
8.57E+01	1.82E-49	4.26E-25	3.95E-24					
8.71E+01	1.82E-49	4.27E-25	3.98E-24					
8.85E+01	1.82E-49	4.27E-25	4.01E-24					
8.99E+01	1.82E-49	4.27E-25	4.05E-24					
9.14E+01	1.82E-49	4.27E-25	4.08E-24					
9.29E+01	1.82E-49	4.27E-25	4.11E-24					
9.44E+01	1.82E-49	4.27E-25	4.15E-24					
9.59E+01	1.82E-49	4.27E-25	4.18E-24					
9.75E+01	1.82E-49	4.27E-25	4.21E-24					
9.91E+01	1.82E-49	4.27E-25	4.25E-24					
1.01E+02	1.82E-49	4.27E-25	4.28E-24					
1.02E+02	1.82E-49	4.27E-25	4.32E-24					
1.04E+02	1.82E-49	4.27E-25	4.35E-24					
1.06E+02	1.82E-49	4.27E-25	4.39E-24					
1.07E+02	1.82E-49	4.27E-25	4.43E-24					
1.09E+02	1.82E-49	4.27E-25	4.46E-24					
1.11E+02	1.82E-49	4.27E-25	4.50E-24					
1.13E+02	1.83E-49	4.27E-25	4.54E-24					
1.15E+02	1.83E-49	4.27E-25	4.57E-24					
1.16E+02	1.83E-49	4.27E-25	4.61E-24					
1.18E+02	1.83E-49	4.28E-25	4.65E-24					
1.20E+02	1.83E-49	4.28E-25	4.69E-24					
1.22E+02	1.83E-49	4.28E-25	4.73E-24					
1.24E+02	1.83E-49	4.28E-25	4.77E-24					
1.26E+02	1.83E-49	4.28E-25	4.81E-24					
1.28E+02	1.83E-49	4.28E-25	4.85E-24					
1.30E+02	1.83E-49	4.28E-25	4.89E-24					
1.32E+02	1.83E-49	4.28E-25	4.93E-24					
1.35E+02	1.84E-49	4.28E-25	4.97E-24					
1.37E+02	1.84E-49	4.29E-25	5.01E-24					
1.39E+02	1.84E-49	4.29E-25	5.06E-24					
1.41E+02	1.84E-49	4.29E-25	5.10E-24					
1.44E+02	1.84E-49	4.29E-25	5.14E-24					
1.46E+02	1.84E-49	4.29E-25	5.18E-24					
1.48E+02	1.84E-49	4.29E-25	5.23E-24					
1.51E+02	1.84E-49	4.30E-25	5.27E-24					
1.53E+02	1.85E-49	4.30E-25	5.32E-24					
1.56E+02	1.85E-49	4.30E-25	5.36E-24					
1.58E+02	1.85E-49	4.30E-25	5.41E-24					
1.61E+02	1.85E-49	4.30E-25	5.46E-24					
1.63E+02	1.85E-49	4.31E-25	5.50E-24					
1.66E+02	1.86E-49	4.31E-25	5.55E-24					
1.69E+02	1.86E-49	4.31E-25	5.60E-24					
1.71E+02	1.86E-49	4.31E-25	5.65E-24					
1.74E+02	1.86E-49	4.31E-25	5.70E-24					
1.77E+02	1.86E-49	4.32E-25	5.74E-24					
1.80E+02	1.87E-49	4.32E-25	5.80E-24					
1.83E+02	1.87E-49	4.32E-25	5.85E-24					
1.86E+02	1.87E-49	4.33E-25	5.90E-24					
1.89E+02	1.87E-49	4.33E-25	5.95E-24					
1.92E+02	1.88E-49	4.33E-25	6.00E-24					
1.95E+02	1.88E-49	4.33E-25	6.05E-24					
1.98E+02	1.88E-49	4.34E-25	6.11E-24					
2.02E+02	1.88E-49	4.34E-25	6.16E-24					
2.05E+02	1.89E-49	4.34E-25	6.22E-24					
2.08E+02	1.89E-49	4.35E-25	6.27E-24					
2.12E+02	1.89E-49	4.35E-25	6.33E-24					
2.15E+02	1.90E-49	4.36E-25	6.38E-24					
2.18E+02	1.90E-49	4.36E-25	6.44E-24					
2.22E+02	1.90E-49	4.36E-25	6.50E-24					
2.26E+02	1.91E-49	4.37E-25	6.56E-24					
2.29E+02	1.91E-49	4.37E-25	6.62E-24					
2.33E+02	1.92E-49	4.38E-25	6.68E-24					
2.37E+02	1.92E-49	4.38E-25	6.74E-24					
2.41E+02	1.92E-49	4.39E-25	6.80E-24					
2.45E+02	1.93E-49	4.39E-25	6.87E-24					
2.49E+02	1.93E-49	4.40E-25	6.93E-24					
2.53E+02	1.94E-49	4.40E-25	6.99E-24					
2.57E+02	1.94E-49	4.41E-25	7.06E-24					
2.61E+02	1.95E-49	4.41E-25	7.13E-24					
2.65E+02	1.95E-49	4.42E-25	7.19E-24					
2.69E+02	1.96E-49	4.42E-25	7.26E-24					
2.74E+02	1.96E-49	4.43E-25	7.33E-24					
2.78E+02	1.97E-49	4.44E-25	7.40E-24					
2.83E+02	1.97E-49	4.44E-25	7.47E-24					
2.87E+02	1.98E-49	4.45E-25	7.54E-24					
2.92E+02	1.99E-49	4.46E-25	7.62E-24					
2.97E+02	1.99E-49	4.47E-25	7.69E-24					
3.02E+02	2.00E-49	4.47E-25	7.77E-24					
3.07E+02	2.01E-49	4.48E-25	7.84E-24					
3.12E+02	2.01E-49	4.49E-25	7.92E-24					
3.17E+02	2.02E-49	4.50E-25	8.00E-24					
3.22E+02	2.03E-49	4.51E-25	8.08E-24					
3.27E+02	2.04E-49	4.51E-25	8.16E-24					
3.32E+02	2.05E-49	4.52E-25	8.25E-24					
3.38E+02	2.06E-49	4.53E-25	8.33E-24					
3.43E+02	2.06E-49	4.54E-25	8.42E-24					
3.49E+02	2.07E-49	4.55E-25	8.50E-24					
3.54E+02	2.08E-49	4.56E-25	8.59E-24					
3.60E+02	2.09E-49	4.57E-25	8.68E-24					
3.66E+02	2.10E-49	4.59E-25	8.77E-24					
3.72E+02	2.11E-49	4.60E-25	8.87E-24					
3.78E+02	2.12E-49	4.61E-25	8.96E-24					
3.84E+02	2.14E-49	4.62E-25	9.06E-24					
3.90E+02	2.15E-49	4.63E-25	9.16E-24					
3.97E+02	2.16E-49	4.65E-25	9.26E-24					
4.03E+02	2.17E-49	4.66E-25	9.36E-24					
4.10E+02	2.19E-49	4.68E-25	9.47E-24					
4.17E+02	2.20E-49	4.69E-25	9.57E-24					
4.23E+02	2.21E-49	4.70E-25	9.68E-24					
4.30E+02	2.23E-49	4.72E-25	9.79E-24					
4.37E+02	2.24E-49	4.74E-25	9.90E-24					
4.44E+02	2.26E-49	4.75E-25	1.00E-23					
4.51E+02	2.27E-49	4.77E-25	1.01E-23					
4.59E+02	2.29E-49	4.79E-25	1.03E-23					
4.66E+02	2.31E-49	4.80E-25	1.04E-23					
4.74E+02	2.33E-49	4.82E-25	1.05E-23					
4.82E+02	2.35E-49	4.84E-25	1.06E-23					
4.89E+02	2.36E-49	4.86E-25	1.08E-23					
4.97E+02	2.38E-49	4.88E-25	1.09E-23					
5.05E+02	2.41E-49	4.90E-25	1.10E-23					
5.14E+02	2.43E-49	4.93E-25	1.12E-23					
5.22E+02	2.45E-49	4.95E-25	1.13E-23					
5.31E+02	2.47E-49	4.97E-25	1.15E-23					
5.39E+02	2.50E-49	5.00E-25	1.16E-23					
5.48E+02	2.52E-49	5.02E-25	1.18E-23					
5.57E+02	2.55E-49	5.05E-25	1.19E-23					
5.66E+02	2.57E-49	5.07E-25	1.21E-23					
5.75E+02	2.60E-49	5.10E-25	1.22E-23					
5.84E+02	2.63E-49	5.13E-25	1.24E-23					
5.94E+02	2.66E-49	5.16E-25	1.26E-23					
6.04E+02	2.69E-49	5.19E-25	1.27E-23					
6.13E+02	2.72E-49	5.22E-25	1.29E-23					
6.23E+02	2.75E-49	5.25E-25	1.31E-23					
6.34E+02	2.79E-49	5.28E-25	1.33E-23					
6.44E+02	2.82E-49	5.31E-25	1.35E-23					
6.54E+02	2.86E-49	5.35E-25	1.37E-23					
6.65E+02	2.90E-49	5.39E-25	1.39E-23					
6.76E+02	2.94E-49	5.42E-25	1.41E-23					
6.87E+02	2.98E-49	5.46E-25	1.43E-23					
6.98E+02	3.03E-49	5.50E-25	1.45E-23					
7.09E+02	3.07E-49	5.54E-25	1.48E-23					
7.21E+02	3.12E-49	5.58E-25	1.50E-23					
7.33E+02	3.17E-49	5.63E-25	1.52E-23					
7.45E+02	3.22E-49	5.67E-25	1.55E-23					
7.57E+02	3.27E-49	5.72E-25	1.57E-23					
7.69E+02	3.32E-49	5.76E-25	1.60E-23					
7.81E+02	3.38E-49	5.81E-25	1.63E-23					
7.94E+02	3.44E-49	5.86E-25	1.65E-23					
8.07E+02	3.50E-49	5.92E-25	1.68E-23					
8.20E+02	3.56E-49	5.97E-25	1.71E-23					
8.34E+02	3.63E-49	6.03E-25	1.74E-23					
8.47E+02	3.70E-49	6.08E-25	1.77E-23					
8.61E+02	3.77E-49	6.14E-25	1.80E-23					
8.75E+02	3.85E-49	6.20E-25	1.84E-23					
8.89E+02	3.93E-49	6.27E-25	1.87E-23					
9.04E+02	4.01E-49	6.33E-25	1.90E-23					
9.18E+02	4.09E-49	6.40E-25	1.94E-23					
9.33E+02	4.18E-49	6.47E-25	1.98E-23					
9.48E+02	4.28E-49	6.54E-25	2.01E-23					
9.64E+02	4.37E-49	6.61E-25	2.05E-23					
9.79E+02	4.48E-49	6.69E-25	2.09E-23					
9.95E+02	4.58E-49	6.77E-25	2.14E-23					
1.01E+03	4.69E-49	6.85E-25	2.18E-23					
1.03E+03	4.81E-49	6.93E-25	2.22E-23					
1.04E+03	4.93E-49	7.02E-25	2.27E-23					
1.06E+03	5.05E-49	7.11E-25	2.32E-23					
1.08E+03	5.19E-49	7.20E-25	2.37E-23					
1.10E+03	5.32E-49	7.30E-25	2.42E-23					
1.11E+03	5.47E-49	7.39E-25	2.47E-23					
1.13E+03	5.62E-49	7.50E-25	2.52E-23					
1.15E+03	5.78E-49	7.60E-25	2.58E-23					
1.17E+03	5.94E-49	7.71E-25	2.64E-23					
1.19E+03	6.11E-49	7.82E-25	2.70E-23					
1.21E+03	6.30E-49	7.94E-25	2.76E-23					
1.23E+03	6.49E-49	8.05E-25	2.82E-23					
1.25E+03	6.69E-49	8.18E-25	2.89E-23					
1.27E+03	6.90E-49	8.30E-25	2.96E-23					
1.29E+03	7.12E-49	8.44E-25	3.03E-23					
1.31E+03	7.35E-49	8.57E-25	3.10E-23					
1.33E+03	7.59E-49	8.71E-25	3.18E-23					
1.35E+03	7.85E-49	8.86E-25	3.26E-23					
1.37E+03	8.11E-49	9.01E-25	3.34E-23					
1.40E+03	8.40E-49	9.16E-25	3.42E-23					
1.42E+03	8.69E-49	9.32E-25	3.51E-23					
1.44E+03	9.00E-49	9.49E-25	3.60E-23					
1.47E+03	9.33E-49	9.66E-25	3.70E-23					
1.49E+03	9.68E-49	9.84E-25	3.80E-23					
1.51E+03	1.00E-48	1.00E-24	3.90E-23					
1.54E+03	1.04E-48	1.02E-24	4.01E-23					
1.56E+03	1.08E-48	1.04E-24	4.12E-23					
1.59E+03	1.13E-48	1.06E-24	4.23E-23					
1.62E+03	1.17E-48	1.08E-24	4.35E-23					
1.64E+03	1.22E-48	1.10E-24	4.47E-23					
1.67E+03	1.27E-48	1.13E-24	4.60E-23					
1.70E+03	1.32E-48	1.15E-24	4.74E-23					
1.72E+03	1.38E-48	1.18E-24	4.88E-23					
1.75E+03	1.44E-48	1.20E-24	5.02E-23					
1.78E+03	1.50E-48	1.23E-24	5.17E-23					
1.81E+03	1.57E-48	1.25E-24	5.33E-23					
1.84E+03	1.64E-48	1.28E-24	5.50E-23					
1.87E+03	1.72E-48	1.31E-24	5.67E-23					
1.90E+03	1.80E-48	1.34E-24	5.85E-23					
1.93E+03	1.89E-48	1.37E-24	6.03E-23					
1.96E+03	1.98E-48	1.41E-24	6.23E-23					
1.99E+03	2.08E-48	1.44E-24	6.43E-23					
2.02E+03	2.18E-48	1.48E-24	6.64E-23					
2.06E+03	2.29E-48	1.51E-24	6.87E-23					
2.09E+03	2.41E-48	1.55E-24	7.10E-23					
2.12E+03	2.54E-48	1.59E-24	7.34E-23					
2.16E+03	2.67E-48	1.63E-24	7.60E-23					
2.19E+03	2.82E-48	1.68E-24	7.86E-23					
2.23E+03	2.97E-48	1.72E-24	8.14E-23					
2.27E+03	3.14E-48	1.77E-24	8.43E-23					
2.30E+03	3.32E-48	1.82E-24	8.74E-23					
2.34E+03	3.51E-48	1.87E-24	9.06E-23					
2.38E+03	3.72E-48	1.93E-24	9.40E-23					
2.42E+03	3.94E-48	1.98E-24	9.76E-23					
2.46E+03	4.18E-48	2.04E-24	1.01E-22					
2.50E+03	4.44E-48	2.11E-24	1.05E-22					
2.54E+03	4.71E-48	2.17E-24	1.09E-22					
2.58E+03	5.02E-48	2.24E-24	1.14E-22					
2.62E+03	5.34E-48	2.31E-24	1.18E-22					
2.66E+03	5.69E-48	2.39E-24	1.23E-22					
2.71E+03	6.07E-48	2.46E-24	1.28E-22					
2.75E+03	6.48E-48	2.55E-24	1.34E-22					
2.80E+03	6.92E-48	2.63E-24	1.39E-22					
2.84E+03	7.40E-48	2.72E-24	1.45E-22					
2.89E+03	7.91E-48	2.81E-24	1.51E-22					
2.93E+03	8.45E-48	2.91E-24	1.57E-22					
2.98E+03	9.03E-48	3.00E-24	1.64E-22					
3.03E+03	9.62E-48	3.10E-24	1.71E-22					
3.08E+03	1.02E-47	3.20E-24	1.78E-22					
3.13E+03	1.08E-47	3.29E-24	1.84E-22					
3.18E+03	1.14E-47	3.38E-24	1.91E-22					
3.23E+03	1.19E-47	3.46E-24	1.97E-22					
3.28E+03	1.24E-47	3.51E-24	2.01E-22					
3.34E+03	1.26E-47	3.55E-24	2.05E-22					
3.39E+03	1.26E-47	3.55E-24	2.07E-22					
3.45E+03	1.23E-47	3.51E-24	2.06E-22					
3.50E+03	1.17E-47	3.42E-24	2.03E-22					
3.56E+03	1.08E-47	3.29E-24	1.96E-22					
3.62E+03	9.64E-48	3.11E-24	1.87E-22					
3.68E+03	8.34E-48	2.89E-24	1.75E-22					
3.74E+03	7.00E-48	2.65E-24	1.62E-22					
3.80E+03	5.74E-48	2.40E-24	1.48E-22					
3.86E+03	4.64E-48	2.16E-24	1.34E-22					
3.92E+03	3.75E-48	1.94E-24	1.21E-22					
3.99E+03	3.08E-48	1.75E-24	1.11E-22					
4.05E+03	2.62E-48	1.62E-24	1.03E-22					
4.12E+03	2.36E-48	1.54E-24	9.85E-23					
4.18E+03	2.27E-48	1.51E-24	9.75E-23					
4.25E+03	2.34E-48	1.53E-24	9.97E-23					
4.32E+03	2.54E-48	1.59E-24	1.05E-22					
4.39E+03	2.85E-48	1.69E-24	1.12E-22					
4.46E+03	3.26E-48	1.81E-24	1.21E-22					
4.54E+03	3.76E-48	1.94E-24	1.31E-22					
4.61E+03	4.35E-48	2.08E-24	1.42E-22					
4.68E+03	5.01E-48	2.24E-24	1.53E-22					
4.76E+03	5.74E-48	2.40E-24	1.65E-22					
4.84E+03	6.55E-48	2.56E-24	1.78E-22					
4.92E+03	7.43E-48	2.72E-24	1.91E-22					
5.00E+03	8.38E-48	2.89E-24	2.05E-22					
5.08E+03	9.40E-48	3.07E-24	2.18E-22					
5.16E+03	1.05E-47	3.24E-24	2.33E-22					
5.24E+03	1.17E-47	3.42E-24	2.48E-22					
5.33E+03	1.29E-47	3.60E-24	2.63E-22					
5.42E+03	1.43E-47	3.78E-24	2.78E-22					
